Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,Town/City,Postcode,Country,Reference,Category
05/09/2023,ASDA STORE TOTTENHAM HA LONDON,5.65,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232490047000010185325',Miscellaneous-Other
05/09/2023,EUROSTAR INTERNATIONAL  LONDON,168.00,,EUROSTAR INTERNATIONAL  LONDON,TIMES HOUSE 5 BRAVINGTONS WALK,LONDON,N1 9AW,UNITED KINGDOM OF GB AND NI,'AT232480047000010190911',Travel-Travel Agencies
05/09/2023,MEXFURNITUR             07878594877,-129.99,,MEXFURNITUR             07878594877,26 HIGH MARCH HIGH MARCH,NORTHAMPTONSHIRE,NN11 4HB,UNITED KINGDOM OF GB AND NI,'AT232480072000010018735',General Purchases-Furnishing
05/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232490047000010198207',Travel-Other Travel
04/09/2023,AMZNMKTPLACE            AMAZON.CO.UK,34.94,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232480072000010020850',General Purchases-Online Purchases
04/09/2023,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232480047000010233027',Entertainment-Restaurants
04/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,14.94,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232480047000010213815',Entertainment-Restaurants
04/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,19.54,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232480047000010213802',Entertainment-Restaurants
04/09/2023,PAYMENT RECEIVED - THANK YOU,-3366.45,,PAYMENT RECEIVED - THANK YOU,,,,,'AT232480001000010023442',
04/09/2023,SPORTAS LIMITED         LONDON,13.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232470074000010026543',Entertainment-Sports Events
03/09/2023,ASDA STORE TOTTENHAM HA LONDON,9.00,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232470046000010208821',Miscellaneous-Other
03/09/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,39.94,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232470046000010207920',Entertainment-Restaurants
02/09/2023,APPLE.COM/BILL          HOLLYHILL,6.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232460061000010014315',General Purchases-Computer Supplies
02/09/2023,DELIVEROO,-5.00,DeliverooGoldBenefit,DELIVEROO,1 COUSIN LANE,LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232460037000010208798',Entertainment-Restaurants
02/09/2023,SP QUILDINC             LONDON,-217.46,,SP QUILDINC             LONDON,86 90 PAUL STREET,LONDON,EC2A,UNITED KINGDOM OF GB AND NI,'AT232460037000010227944',General Purchases-Appliance Stores
02/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,8.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232460037000010254862',Travel-Other Travel
02/09/2023,TRAINLINE.COM LTD       LONDON,-10.00,,TRAINLINE.COM LTD       LONDON,"TRAINLINE
3RD FLOOR
120 HOLBORN",LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT232460037000010292158',Travel-Rail Services
02/09/2023,TRAINLINE.COM LTD       LONDON,10.00,,TRAINLINE.COM LTD       LONDON,"TRAINLINE
3RD FLOOR
120 HOLBORN",LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT232460037000010292155',Travel-Rail Services
02/09/2023,TRAINLINE.COM LTD       LONDON,11.15,,TRAINLINE.COM LTD       LONDON,"TRAINLINE
3RD FLOOR
120 HOLBORN",LONDON,EC1N 2TD,UNITED KINGDOM OF GB AND NI,'AT232460037000010292156',Travel-Rail Services
02/09/2023,WHISTLESTOP VICTORIA    LONDON,2.59,Victoria Whistlestop - 1366182,WHISTLESTOP VICTORIA    LONDON,VICTORIA BR STATION,LONDON,SW1V 1JU,UNITED KINGDOM OF GB AND NI,'AT232460037000010202563',General Purchases-Groceries
01/09/2023,ASDA STORE TOTTENHAM HA LONDON,17.45,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232470046000010208813',Miscellaneous-Other
01/09/2023,DELIVEROO PLUS - UK     LONDON,7.99,,DELIVEROO PLUS - UK     LONDON,1 COUSIN LANE,LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232440047000010172488',Entertainment-Restaurants
01/09/2023,NETFLIX.COM             SAO PAULO,13.62,"Foreign Spend Amount: 81,70 BRAZILIAN REAL Commission Amount: 0.40 Currency Exchange Rate: 6.18",NETFLIX.COM             SAO PAULO,"AV BERNADINO DE CAMPOS 98
SAO PAULO",,04004040,BRAZIL,'AT232450038000010158273',Communications-Internet Communication
01/09/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232450038000010211579',Travel-Other Travel
31/08/2023,MEXFURNITUR             07878594877,129.99,,MEXFURNITUR             07878594877,26 HIGH MARCH HIGH MARCH,NORTHAMPTONSHIRE,NN11 4HB,UNITED KINGDOM OF GB AND NI,'AT232460037000010231718',General Purchases-Furnishing
31/08/2023,MY OLD DUTCH            LONDON,49.81,,MY OLD DUTCH            LONDON,131-132 HIGH HOLBORN HOLBORN,LONDON,WC1V 6PS,UNITED KINGDOM OF GB AND NI,'AT232440047000010191865',Entertainment-Restaurants
31/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232440047000010214195',Travel-Other Travel
30/08/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,22.63,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232430047000010163525',Entertainment-Restaurants
30/08/2023,SP QUILDINC             LONDON,217.46,,SP QUILDINC             LONDON,86 90 PAUL STREET,LONDON,EC2A,UNITED KINGDOM OF GB AND NI,'AT232420041000010189674',General Purchases-Appliance Stores
30/08/2023,SP SKYECANDLES          ISLE OF SKYE,91.00,,SP SKYECANDLES          ISLE OF SKYE,OLD POST OFFICE YARD,ISLE OF SKYE,IV49 9AB,UNITED KINGDOM OF GB AND NI,'AT232420072000010018231',General Purchases-Computer Supplies
30/08/2023,TFL OYSTERCARD TFL OYST LONDON,50.00,,TFL OYSTERCARD TFL OYST LONDON,"MARKETING PLANNING - REVENUE
1ST FLOOR PETTY FRANCE
55 BROADWAY",LONDON,SW1H OBD,UNITED KINGDOM OF GB AND NI,'AT232430047000010171351',General Purchases-Government Services
30/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.40,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232430047000010148520',Travel-Other Travel
29/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,20.48,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232420041000010216753',General Purchases-Online Purchases
29/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,20.94,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232420041000010216742',General Purchases-Online Purchases
29/08/2023,ASDA STORE TOTTENHAM HA LONDON,5.90,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232420041000010163104',Miscellaneous-Other
28/08/2023,AMAZON.CO.UK*1M9EF75N4  AMAZON.CO.UK,5.95,,AMAZON.CO.UK*1M9EF75N4  AMAZON.CO.UK,60 HOLBORN VIADUCT,LONDON,EC1A 2FD,UNITED KINGDOM OF GB AND NI,'AT232410036000010234314',General Purchases-Online Purchases
28/08/2023,FIVE GUYS               LONDON,30.50,,FIVE GUYS               LONDON,20 HILL ST,RICHMOND,TW9 1TN,UNITED KINGDOM OF GB AND NI,'AT232410036000010229188',Entertainment-Restaurants
28/08/2023,LIM*SUBSCRIPTION COST   LONDON,10.99,,LIM*SUBSCRIPTION COST   LONDON,"1 HAYS LANE
HAYS GALLERIA",LONDON,SE1,UNITED KINGDOM OF GB AND NI,'AT232400077000010028683',Travel-Other Travel
28/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,10.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232410036000010179943',Travel-Other Travel
28/08/2023,VENCHI UK               LONDON,11.20,,VENCHI UK               LONDON,38 CRAVEN STREET,LONDON,WC2N 5NG,UNITED KINGDOM OF GB AND NI,'AT232410036000010225297',General Purchases-Groceries
27/08/2023,ASDA STORE TOTTENHAM HA LONDON,3.50,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232410036000010206137',Miscellaneous-Other
27/08/2023,M&S BISHOPS STORTFORD   GREATER LONDON,65.98,GOODS,M&S BISHOPS STORTFORD   GREATER LONDON,6 CITY NORTH PLACE,LONDON,N4 3FU,UNITED KINGDOM OF GB AND NI,'AT232400046000010204132',General Purchases-Department Stores
27/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,5.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232400046000010170923',Travel-Other Travel
26/08/2023,JOHN BIRCH & SONS FUNFA Redhill,7.00,,JOHN BIRCH & SONS FUNFA Redhill,3 FAIRACRES,REDHILL,RH15QL,UNITED KINGDOM OF GB AND NI,'AT232390037000010173997',Entertainment-Theatrical Events
26/08/2023,OC BP/EE                London,5.20,,OC BP/EE                London,"""DEVONSHIRE HOUSE, 60 GOSWELL ROAD""",LONDON,EC1M7AD,UNITED KINGDOM OF GB AND NI,'AT232380039000010184244',Entertainment-Bars & Cafés
26/08/2023,OC BP/EE                London,10.40,,OC BP/EE                London,"""DEVONSHIRE HOUSE, 60 GOSWELL ROAD""",LONDON,EC1M7AD,UNITED KINGDOM OF GB AND NI,'AT232380066000010018907',Entertainment-Bars & Cafés
26/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232390037000010237830',Travel-Other Travel
26/08/2023,The Breakfast Club Hoxt London,57.71,,The Breakfast Club Hoxt London,2-4 RUFUS STREET HOXTON,LONDON,N1 6PE,UNITED KINGDOM OF GB AND NI,'AT232380066000010016640',Miscellaneous-Other
26/08/2023,WWW.ZATU.CO.UK WWW.ZATU 01603801206,57.79,,WWW.ZATU.CO.UK WWW.ZATU 01603801206,BOWTHORPE MAIN CENTRE UNIT 15,NORWICH,NR5 9HA,UNITED KINGDOM OF GB AND NI,'AT232400046000010200998',Miscellaneous-Other
26/08/2023,ZETTLE *BIG LOCKER HIRE CROYDON,12.00,,ZETTLE *BIG LOCKER HIRE CROYDON,44 ST PETERS ROAD,CROYDON,CR0 1HG,UNITED KINGDOM OF GB AND NI,'AT232390037000010219807',General Purchases-General Retail
25/08/2023,3CPAYMENT*STARBUCKS TOT LONDON,14.20,,3CPAYMENT*STARBUCKS TOT LONDON,1 ASHLEY ROAD,LONDON,N17 9LP,UNITED KINGDOM OF GB AND NI,'AT232380039000010242753',Miscellaneous-Other
25/08/2023,ASDA STORE TOTTENHAM HA LONDON,5.39,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232410036000010208510',Miscellaneous-Other
25/08/2023,PADDLE.NET*GEOGUESSR 22 LONDON,3.49,,PADDLE.NET*GEOGUESSR 22 LONDON,70 WILSON STREET,LONDON,EC2A 2DB,UNITED KINGDOM OF GB AND NI,'AT232380039000010169985',General Purchases-Computer Supplies
25/08/2023,"TABLE 13 COFFEE, BREAD  London",28.12,,"TABLE 13 COFFEE, BREAD  London",UNIT B,LONDON,N17 9FU,UNITED KINGDOM OF GB AND NI,'AT232370047000010210833',General Purchases-Groceries
24/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.40,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232370047000010242508',Travel-Other Travel
23/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232360047000010211284',Travel-Other Travel
23/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232360047000010224202',Travel-Other Travel
22/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,6.64,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232350046000010220808',General Purchases-Online Purchases
22/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,14.90,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232350046000010210589',Travel-Other Travel
21/08/2023,#299 URBANOUTFITTERS.CO LONDON,190.80,GOODS AND/OR SERVICES,#299 URBANOUTFITTERS.CO LONDON,20 MARKET PLACE,LONDON,W1W 8AF,UNITED KINGDOM OF GB AND NI,'AT232340041000010194395',General Purchases-Online Purchases
21/08/2023,3CPAYMENT*PRET A MANGER LONDON,2.60,,3CPAYMENT*PRET A MANGER LONDON,"TOTTENHAM HALE STATION
STATION ROAD",LONDON,N17 9LR,UNITED KINGDOM OF GB AND NI,'AT232340041000010150666',Miscellaneous-Other
21/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,34.46,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232340073000010018207',General Purchases-Online Purchases
21/08/2023,APPLE.COM/BILL          HOLLYHILL,8.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232330081000010022323',General Purchases-Computer Supplies
21/08/2023,ASDA STORE TOTTENHAM HA LONDON,1.70,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232340041000010192656',Miscellaneous-Other
21/08/2023,MCDONALD'S ARCHWAY      ARCHWAY,12.18,GOODS,MCDONALD'S ARCHWAY      ARCHWAY,23 HIGHGATE HILL,ARCHWAY,N19 5LP,UNITED KINGDOM OF GB AND NI,'AT232340041000010148109',Entertainment-Bars & Cafés
21/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.65,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232340041000010177647',Travel-Other Travel
20/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,29.95,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232330081000010025158',General Purchases-Online Purchases
20/08/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,22.63,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232330046000010156218',Entertainment-Restaurants
20/08/2023,OCADO                   HATFIELD,87.55,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232320037000010169436',General Purchases-Groceries
20/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,6.00,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232330046000010143434',Travel-Other Travel
19/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,114.73,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232330046000010180929',General Purchases-Online Purchases
19/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.80,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232330046000010143431',Travel-Other Travel
19/08/2023,WOLT                    HELSINKI,26.33,"Foreign Spend Amount: 29,88 EUROPEAN UNION EURO Commission Amount: 0.76 Currency Exchange Rate: 1.1685",WOLT                    HELSINKI,"ARKADIANKATU 6
HELSINKI",,FIN00100,FINLAND,'AT232320037000010207125',Entertainment-Restaurants
18/08/2023,ASDA STORE TOTTENHAM HA LONDON,8.40,,ASDA STORE TOTTENHAM HA LONDON,"ASDA TOTTENHAM HALE
UNIT 1 HALE VILLAGE GATEWAY SQUARE
DANELAND WALK",LONDON,N17 9GW,UNITED KINGDOM OF GB AND NI,'AT232330046000010165949',Miscellaneous-Other
18/08/2023,SPORTAS LIMITED         LONDON,10.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232300047000010203649',Entertainment-Sports Events
18/08/2023,TED'S GROOMING ROOM     LONDON,22.50,,TED'S GROOMING ROOM     LONDON,11 CURZON STREET,LONDON,W1J 5HJ,UNITED KINGDOM OF GB AND NI,'AT232310043000010190261',Miscellaneous-Other
18/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232320037000010254144',Travel-Other Travel
18/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,9.60,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232310043000010199000',Travel-Other Travel
17/08/2023,APPLE.COM/BILL          HOLLYHILL,10.99,,APPLE.COM/BILL          HOLLYHILL,"SUBMISSIONS UK
8-10 MATHIAS HARDT
LUXEMBOURG",,L-0717,LUXEMBOURG,'AT232300080000010018489',General Purchases-Computer Supplies
17/08/2023,HALE VILLAGE DRY CLEANE LONDON,36.00,THE HALE VILLAGE DRY CLEANING,HALE VILLAGE DRY CLEANE LONDON,"3C EMILY BOWES COURT
LEBUS STREET",LONDON,N17 9FD,UNITED KINGDOM OF GB AND NI,'AT232300047000010195059',Business Services-Other Services
17/08/2023,SP WERE NOT REALLY      LOS ANGELES,143.82,Foreign Spend Amount: 177.59 UNITED STATES DOLLAR Commission Amount: 4.18 Currency Exchange Rate: 1.2717,SP WERE NOT REALLY      LOS ANGELES,7905 FAREHOLM DR,LOS ANGELES,90046,UNITED STATES,'AT232290046000010171277',General Purchases-General Retail
17/08/2023,TEDS GROOMING ROOM      LONDON,22.50,,TEDS GROOMING ROOM      LONDON,33 GREAT QUEEN ST,LONDON,WC2B 5AA,UNITED KINGDOM OF GB AND NI,'AT232300047000010168745',Business Services-Other Services
17/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,1.90,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232300047000010155636',Travel-Other Travel
15/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,44.79,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232280047000010149560',General Purchases-Online Purchases
15/08/2023,AMZNMKTPLACE            AMAZON.CO.UK,102.58,,AMZNMKTPLACE            AMAZON.CO.UK,"1 PRINCIPAL PLACE
WORSHIP ST",LONDON,EC2A 2BA,UNITED KINGDOM OF GB AND NI,'AT232280047000010150111',General Purchases-Online Purchases
15/08/2023,OCADO                   HATFIELD,93.79,,OCADO                   HATFIELD,"TITAN COURT
3 BISHOPS SQUARE BUSINESS PARK",HATFIELD,AL10 9NE,UNITED KINGDOM OF GB AND NI,'AT232270047000010182416',General Purchases-Groceries
15/08/2023,SPORTAS LIMITED         LONDON,10.00,,SPORTAS LIMITED         LONDON,14 GAINSBOROUGH ROAD GAINSBOROUGH ROAD,LONDON,E15 3AF,UNITED KINGDOM OF GB AND NI,'AT232270047000010157236',Entertainment-Sports Events
14/08/2023,JUST EAT.CO.UK LTD      LONDON,14.49,,JUST EAT.CO.UK LTD      LONDON,"FLEET PLACE HOUSE
2 FLEET PLACE",LONDON,EC4M 7RF,UNITED KINGDOM OF GB AND NI,'AT232270047000010128470',Entertainment-Restaurants
14/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,3.70,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232280047000010162534',Travel-Other Travel
14/08/2023,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,7.40,,TFL TRAVEL CHARGE       TFL.GOV.UK/CP,"CUSTOMER EXPERIENCE 4TH FLOOR
FAO SIMON FINE WINDSOR HOUSE
42-50 VICTORIA STREET",LONDON,SW1H 0TL,UNITED KINGDOM OF GB AND NI,'AT232270047000010175529',Travel-Other Travel
13/08/2023,DELIVEROO DELIVEROO     UNITED KINGDOM,39.94,,DELIVEROO DELIVEROO     UNITED KINGDOM,"THE RIVER BUILDING
LEVEL 1 CANNON BRIDGE HOUSE
1 COUSIN LANE",LONDON,EC4R 3TE,UNITED KINGDOM OF GB AND NI,'AT232260046000010168965',Entertainment-Restaurants
13/08/2023,Google YouTubePremium   SAO PAULO,3.48,"Foreign Spend Amount: 20,90 BRAZILIAN REAL Commission Amount: 0.10 Currency Exchange Rate: 6.1834",Google YouTubePremium   SAO PAULO,"AV BRIG FARIA LIMA
SAO PAULO",,04538133,BRAZIL,'AT232260046000010205777',General Purchases-Online Purchases
13/08/2023,IKEA UK                 IKEA,959.00,,IKEA UK                 IKEA,255 NORTH CIRCULAR ROAD,LONDON,NW10 0JQ,UNITED KINGDOM OF GB AND NI,'AT232260046000010226336',General Purchases-Online Purchases
